currentLocation,count
POINT (-1773.2782834356067 4347.525931573149),2
POINT (-1773.3745141069016 3826.940151366738),1
POINT (-1773.5194391580426 4333.279493410734),1
POINT (-1773.8187005681857 5839.7078246985175),33
POINT (-1774.0073533619118 4052.620422758957),28
POINT (-1774.0206553099808 4372.395878383792),11
POINT (-1775.018022859962 5817.476756165373),1
POINT (-1777.62462494204 4572.214904226945),7
POINT (-1778.2557168822905 4341.535018536547),1
POINT (-1778.3509850163705 4336.1022972464425),1
POINT (-1778.733786536574 5817.868586680911),1
POINT (-1780.1228364105682 4348.486518229682),2
POINT (-1780.238648919174 4574.898275340482),12
POINT (-1780.344008801457 4332.968807667444),1
POINT (-1781.1127154406656 5818.1194468055155),1
POINT (-1781.290370408861 2647.655118753116),1
POINT (-1781.8398444518675 3825.2086074834833),1
POINT (-1782.2457785250274 1702.734863586154),43
POINT (-1783.0715743866351 4222.192264950294),1
POINT (-1783.3813544443626 4561.099410527168),10
POINT (-1783.7627276338035 4418.675227231397),2
POINT (-1783.9202936066008 4574.651654561046),18
POINT (-1784.078473278472 4571.813634096875),1
POINT (-1784.4648748247973 3740.397263143781),48
POINT (-1784.5587785488012 4222.211977818705),1
POINT (-1787.5460526301517 4584.628741916007),10
POINT (-1789.2647793748567 4562.41538296383),10
POINT (-179.65235022565383 5343.118902409721),26
POINT (-1790.0333207747115 3740.314890371082),1
POINT (-1791.2010589212853 5848.289718840059),36
POINT (-1791.6189063776396 5819.227333789038),1
POINT (-1792.5467604404748 5819.325176807977),1
POINT (-1792.7490930534043 4576.719975743418),9
POINT (-1796.8494404619064 2615.2990392254947),34
POINT (-1802.3104621302484 5820.354767653794),1
POINT (-1804.7220297644078 3820.5281630827517),1
POINT (-1807.8816059456994 3819.8818864948985),1
POINT (-181.82627500051785 3684.6428683961435),7
POINT (-1812.2376375075105 5821.401596942314),1
POINT (-1812.5823351660488 5821.437945610584),2
POINT (-1813.3186880835879 5821.515594666985),1
POINT (-1815.4762524037012 5821.743111703436),1
POINT (-1815.5755080958847 6209.144371499226),36
POINT (-1817.6380398845135 5821.97107407586),1
POINT (-1818.7214465805187 6222.698415404001),28
POINT (-1822.7462443320844 2643.2046359480537),4
POINT (-1825.0259033780803 5822.75013071491),6
POINT (-1826.9485604325616 5804.561777536771),36
POINT (-1827.5889154431457 6213.014624731367),1
POINT (-1828.1140387815185 3815.7434366184484),2
POINT (-1829.0423218477847 4376.4366083490695),1
POINT (-1829.33607286534 5823.204641840812),1
POINT (-183.39469999911827 5328.335829851048),2
POINT (-1830.8200726651255 5823.361130912027),2
POINT (-1831.864592568353 5823.4712764454325),1
POINT (-1834.1617185972543 4454.588401785112),1
POINT (-1834.889630691671 4478.897698357051),1
POINT (-1835.6925925054345 3814.3823254916642),5
POINT (-1837.5939136403147 6234.563888603619),38
POINT (-1837.9837460557421 3486.590646023064),30
POINT (-1838.89277414828 6219.876127156256),32
POINT (-184.96772403563648 3841.9206195980323),1
POINT (-1841.4757986224877 4425.435498290396),1
POINT (-1844.165240520775 1848.9603894453562),27
POINT (-1844.2274317849538 1738.5268467090034),10
POINT (-1847.2577399346987 4963.534713494242),1
POINT (-185.18723356793538 4737.292601458763),1
POINT (-185.58878178345816 3841.9217724075756),1
POINT (-185.9292838076562 1611.8386125804955),1
POINT (-1854.0397394533752 6231.1861118124725),37
POINT (-1855.2628137937074 1652.8292021799746),41
POINT (-1856.9663935671583 4222.814890972165),1
POINT (-1858.57230343092 2641.2837127883254),2
POINT (-1859.0686663501835 5779.598661124439),46
POINT (-1859.758779521596 3810.7972821546414),1
POINT (-186.01876942421933 1524.3262297635556),31
POINT (-1860.0910794562094 5825.724096911879),1
POINT (-1863.0858645412807 2641.2164096001297),1
POINT (-1863.614094415031 3489.744653848632),2
POINT (-1867.051448985603 5825.875159078691),1
POINT (-1874.0568666507904 3808.6673534725337),2
POINT (-1876.1803440851436 5826.073285150662),1
POINT (-1877.410051384654 3498.347374395098),45
POINT (-1880.7386886471759 5826.172215732394),2
POINT (-1885.1886006319482 4569.0851981845035),1
POINT (-1885.7424522572614 5826.280813324801),1
POINT (-1887.014667431919 4573.030953174514),8
POINT (-1889.0154450620562 4545.040871086306),9
POINT (-1892.0310000494317 5826.417294822165),1
POINT (-1892.1328908161784 4557.512585185291),10
POINT (-1892.402340104764 4568.334496754659),14
POINT (-1894.6500110842692 4569.947084620179),10
POINT (-1895.2969691951137 2640.7360992674467),1
POINT (-190.81201118286356 4410.333993638439),2
POINT (-1903.2691698783528 4549.78019591636),1
POINT (-1903.4033494935613 3804.2957256484056),5
POINT (-1903.8201646753357 4431.105831118434),1
POINT (-1903.8469506073584 4551.254386136067),9
POINT (-1905.003275729875 3804.0573910551702),1
POINT (-1908.0017778093488 3444.96627000441),6
POINT (-1911.2298992097242 5810.175885059182),36
POINT (-1913.4845958283247 5296.262946335616),7
POINT (-1913.8372528635043 5826.890559896127),1
POINT (-1916.241433391369 4547.62526295998),11
POINT (-1916.769014948041 4538.511548617083),6
POINT (-1917.968290838215 5797.276162062822),1
POINT (-1917.988533281008 2640.3977379224284),5
POINT (-1922.0091958992866 3801.524087347676),1
POINT (-1924.2159256906089 2768.603159629036),33
POINT (-1926.7069969067843 797.610023697387),30
POINT (-1927.8494820258854 3897.2127675677675),1
POINT (-1927.9653028663306 3981.5483292070094),1
POINT (-1928.2587784339853 2023.1853515911534),1
POINT (-1931.4131039300123 3811.03115692132),2
POINT (-1931.8437697737725 4324.820196025448),1
POINT (-1932.1009505655325 4401.45057040787),1
POINT (-1932.1624019560154 4137.8884837203905),1
POINT (-1932.204005397942 3784.5894820461367),1
POINT (-1932.607731916331 4443.0014376864065),2
POINT (-1932.9290522785125 3750.616604776836),3
POINT (-1933.2479798246927 3735.6729002047264),2
POINT (-1933.3787060780535 2790.9352349339492),42
POINT (-1933.5557153326133 3721.2536110219817),1
POINT (-1933.573040617643 4475.346036015969),1
POINT (-1933.6953640929833 3714.7102131755937),1
POINT (-1934.2636089216926 3697.0051393924923),5
POINT (-1934.382993234589 3694.2852305863785),1
POINT (-1934.5093311977298 3691.406898164338),1
POINT (-1935.3150909165438 3673.049436437234),4
POINT (-1935.4867615344276 5827.360423123419),1
POINT (-1935.5885830208942 5827.3626329736735),1
POINT (-1935.850806604086 4578.357743498119),1
POINT (-1936.0680294877877 3655.8953882988967),2
POINT (-1937.8304341348282 5257.9060825885645),1
POINT (-1938.0843152187215 3606.018608325323),1
POINT (-1938.1270468360135 3604.908909382005),3
POINT (-1939.5839379164142 3567.0748512558384),1
POINT (-1939.8587818487194 2793.8979650545516),1
POINT (-1940.4081000121557 3545.6721554365386),1
POINT (-1940.5182302481712 3542.8121792812094),1
POINT (-1941.2816590561745 3532.423327819131),1
POINT (-1942.6730411445426 1980.7509407987293),26
POINT (-1944.6968586338307 3500.7452706064446),1
POINT (-1946.3444191583403 3485.4631427629524),2
POINT (-1946.8534323897256 3480.741734863006),1
POINT (-1947.1700466662896 3477.8049445117285),6
POINT (-1947.3052041300243 3476.551276674301),1
POINT (-1947.5621382326344 5277.401656371045),17
POINT (-1947.9008938556433 2093.9206315099636),41
POINT (-1948.1185124842998 5827.6345723134955),1
POINT (-1949.7781302469832 3453.6133800054527),1
POINT (-1949.9509463664397 3452.010405188042),1
POINT (-195.1201130093316 4119.5414696007665),1
POINT (-1951.4235486515554 3438.35112162973),1
POINT (-1952.462824780827 5827.728857714011),1
POINT (-1953.1834540186235 4248.12090997411),6
POINT (-1953.5014858661877 4980.735145987714),1
POINT (-1954.036737401531 4298.030445154548),8
POINT (-1954.6079709911057 4997.880502634184),1
POINT (-1955.4103280562817 3409.854168154911),5
POINT (-1955.6379314112664 3408.252680080407),1
POINT (-1956.112314693372 5827.808063257858),2
POINT (-1958.057170746999 3391.2301588359132),2
POINT (-1958.4482140785883 5827.816002635194),1
POINT (-1958.7446803223008 4312.822451826964),12
POINT (-1959.612619667316 2806.5418624505733),28
POINT (-1961.3458147809445 4251.288338176519),6
POINT (-1961.63704468485 3366.041051144244),1
POINT (-1961.6575916444915 3365.8964763385025),2
POINT (-1961.8899394877712 3059.2555602248704),7
POINT (-1962.2955458646443 3066.9466688923067),1
POINT (-1962.4451128564913 3034.9301480853846),1
POINT (-1962.7749497846444 3020.478051374328),2
POINT (-1962.8376431459897 3017.7310863016846),10
POINT (-1962.9652693200424 4548.857435188247),47
POINT (-1963.4519322135172 2990.815467537704),8
POINT (-1963.4985271839143 2988.7738677016937),1
POINT (-1963.6936887840238 2638.832333563137),5
POINT (-1963.8274440550206 2974.362084103828),1
POINT (-1963.85803779504 2973.021592328125),1
POINT (-1963.881143140035 2972.009211203067),2
POINT (-1964.3989502970107 2949.321032677407),1
POINT (-1964.4616540313964 2946.5736131008325),2
POINT (-1964.9091877155195 3114.1066031229434),1
POINT (-1965.0886611960736 2933.905927188724),1
POINT (-1965.3045643568523 3332.2915840158835),5
POINT (-1965.3873233587567 3122.7339693708604),1
POINT (-1965.9079489763571 3320.2879507573575),2
POINT (-1966.195146296298 4552.187553862719),2
POINT (-1966.8295482015806 3148.7571326862876),2
POINT (-1966.9386976000815 3299.7824090830077),1
POINT (-1967.1075994437322 3296.422303899128),2
POINT (-1967.1149997734103 4806.034424227536),23
POINT (-1967.6596711364248 4241.3115940643465),3
POINT (-1967.7712482982226 3173.063748837704),2
POINT (-1967.9969691397332 3278.7293310971263),2
POINT (-1968.1336494080817 3276.010236572843),2
POINT (-1968.158247699995 4017.949768513943),8
POINT (-1968.2153932876872 3197.2843174326285),1
POINT (-1968.219929915483 4032.689324603983),1
POINT (-1968.9549434241353 3237.614221482247),1
POINT (-1969.003749742841 2912.9948206084628),1
POINT (-1969.1748456279217 3255.2968521591333),1
POINT (-1969.2007859372088 3254.780799960871),8
POINT (-1969.2052026106894 3254.6929353932805),3
POINT (-197.07774320408802 4119.80189604184),1
POINT (-1970.0276702905971 5827.734249390055),1
POINT (-1970.2535978351111 4563.743812385769),53
POINT (-1970.3554638267615 4033.443715601267),9
POINT (-1971.183124401198 2638.5448329817873),1
POINT (-1971.215539874366 2901.181300014739),2
POINT (-1972.7785531551633 4697.074711913737),13
POINT (-1973.8946299831887 3877.2401465154758),11
POINT (-1974.2151185449436 4034.4896242613513),13
POINT (-1975.0309883270704 5027.637423600039),1
POINT (-1975.0903228468342 4286.519286476707),22
POINT (-1975.6130252912083 2877.693635524325),2
POINT (-1975.7030045876525 3360.539454034805),1
POINT (-1976.0283197817703 3380.19896165095),1
POINT (-1976.160911815195 4376.380404959961),12
POINT (-1976.3142050532686 4021.5325365920603),3
POINT (-1977.2139161653663 5787.6889677984045),60
POINT (-1977.843909506594 4384.483955141635),9
POINT (-1978.418987244645 4261.092058094551),11
POINT (-1978.6143729603584 5827.673625575306),1
POINT (-1978.8731334432973 2860.280882730317),7
POINT (-1979.263454014788 3364.5268040446012),1
POINT (-1979.904783539591 3367.236421565299),4
POINT (-198.11390298298616 5328.782246565214),36
POINT (-1980.7553086640326 3357.8563676523054),1
POINT (-1980.824866689221 3378.408088650125),3
POINT (-1980.9419420471047 3374.118553274346),1
POINT (-1981.0615602404691 4686.767737492709),6
POINT (-1982.272344236922 3371.057045990824),1
POINT (-1982.7850080737494 4381.550830536558),1
POINT (-1982.8167559867984 4026.087576382679),9
POINT (-1982.9713898504363 3370.324241507337),1
POINT (-1983.2858911218163 2836.7116466770053),5
POINT (-1983.3020810519254 2836.625173702004),3
POINT (-1983.6834969217362 3374.0455030093194),1
POINT (-1983.7624481382945 3381.379616854276),1
POINT (-1983.92361253025 4371.544554578487),11
POINT (-1984.583334182582 3362.5161255299995),1
POINT (-1984.9886906891024 4669.5233911107425),5
POINT (-1985.019022501154 5827.6284074861005),1
POINT (-1985.3386161875228 4812.5315571684605),20
POINT (-1985.3960404466688 5827.625745665031),1
POINT (-1985.4663901424897 3371.4852482273755),1
POINT (-1985.4771164069039 3382.0944273391583),1
POINT (-1985.7725522882124 3364.011636499734),1
POINT (-1985.8946591740391 3356.9403203060915),2
POINT (-1985.985052430187 4683.882031145004),2
POINT (-1985.9898301187056 3362.2498093724193),2
POINT (-1986.4015843770928 3362.151515257515),1
POINT (-1986.4457507085508 2819.8343373115713),4
POINT (-1986.9963182711988 4569.521278744788),38
POINT (-1987.4291350448327 3359.877134516769),2
POINT (-1987.4378419166221 4378.16993294115),5
POINT (-1987.708786165598 3379.1153520385346),1
POINT (-1987.8587739724048 3254.0280465249402),1
POINT (-1987.8986894394193 3360.205670308456),1
POINT (-1988.9059096714566 3364.5246554466776),2
POINT (-1988.9433319145019 3354.248749702481),1
POINT (-1989.2355591009136 3092.742878158136),42
POINT (-1989.573581288362 3354.0252818849463),1
POINT (-1989.63526350385 3368.764837974986),14
POINT (-1989.8815599829743 4698.6341653962545),8
POINT (-1989.9016947240623 3383.6001134667627),1
POINT (-199.80739778198915 1611.731282035355),44
POINT (-1990.0756883115425 3375.637688252623),1
POINT (-1990.5888943184327 4698.503167313164),14
POINT (-1991.7707974151285 3369.51922897227),1
POINT (-1991.8685600825731 3372.8948917424486),2
POINT (-1992.2914000580404 3383.705379848758),1
POINT (-1992.565848702442 3358.49842253229),1
POINT (-1992.775625958413 4560.707213038688),36
POINT (-1993.1552255758495 2773.0450478923262),1
POINT (-1993.8598271913988 3376.5680267791886),1
POINT (-1994.1685995005278 4557.090037026891),33
POINT (-1994.8237629009163 4389.793246019357),11
POINT (-1995.032829035389 2758.264629558546),1
POINT (-1995.2186076638855 3375.7063758757845),1
POINT (-1995.3163365660944 4689.923737222788),7
POINT (-1995.3254525686093 3354.920863699824),1
POINT (-1995.3325075102055 2755.905572750831),5
POINT (-1995.7319275648604 3362.4635572122916),1
POINT (-1996.1428643069435 3379.947092607828),1
POINT (-1996.2804066373737 4391.908748982058),13
POINT (-1996.502873835562 3357.320883487158),1
POINT (-1996.888408768961 5287.702038763071),16
POINT (-1996.9216249779854 3379.8523657218702),1
POINT (-1997.081951666423 4184.067875693421),12
POINT (-1997.176384079205 3378.885325507488),3
POINT (-1997.3664978428037 2739.894083290732),1
POINT (-1997.4825405645267 4173.8585192745295),4
POINT (-1997.8329162422274 3380.3357092865617),1
POINT (-1997.8672790009623 5275.555993612156),15
POINT (-1998.398455588451 2731.7705537424886),3
POINT (-1998.695494282678 3373.3466411287354),1
POINT (-1999.9460358826598 3366.8387099179586),1
POINT (-1999.986219229267 3368.772145609797),1
POINT (-2.201149572531971 3467.7464824486233),2
POINT (-2.201149572531972 3512.111273956546),1
POINT (-2.3564028990607184 4100.41376158132),1
POINT (-2.579328033867741 38.011648610051495),40
POINT (-20.008086309430677 5080.450892504641),2
POINT (-2000.3032213302695 4184.061539506543),1
POINT (-2000.314955827388 2649.9268689101186),1
POINT (-2000.317889360325 4556.13330885273),53
POINT (-2000.367714130039 2642.2244746201304),6
POINT (-2000.3763508073646 2640.963571771213),1
POINT (-2001.3245748858717 5031.669156175434),1
POINT (-2001.717927063141 3356.123182569631),1
POINT (-2001.9978966745693 3367.7660470314186),1
POINT (-2002.589191430016 4172.585357697067),14
POINT (-2003.493736172495 5827.4979723630695),3
POINT (-2003.8088407259577 4180.1376647491525),13
POINT (-2003.8382697322413 3361.3715085945446),1
POINT (-2004.5094611273432 5283.9541392426445),3
POINT (-2004.5427417259332 4196.142921441882),25
POINT (-2006.5418958863424 5279.064109817153),8
POINT (-2008.5269014575688 4189.3435034552285),13
POINT (-2008.9179077614053 5827.459676641624),1
POINT (-2010.8517708960426 5283.76492656323),1
POINT (-2012.5619210105062 4956.647375350605),2
POINT (-2014.1489753523679 4777.663378548366),39
POINT (-2016.80144140617 4968.728757285944),51
POINT (-2018.653753787891 5827.390939648084),1
POINT (-2020.498045307293 5269.500755917023),13
POINT (-2021.2612503255148 1947.9658402270704),42
POINT (-2023.149421369817 2719.7006128487974),4
POINT (-2025.144187840873 4485.588214205735),1
POINT (-2025.813803104962 1958.7809422263379),1
POINT (-203.54453871154803 1670.0796471321405),1
POINT (-2030.0560826121252 4621.684503070239),3
POINT (-2031.9986229091098 2793.698092899543),21
POINT (-2034.686980076759 2030.381539383028),24
POINT (-2035.6466821373426 4747.380166356886),1
POINT (-2036.8726261264155 4905.310207946578),1
POINT (-2039.1100948585588 5827.246513844698),1
POINT (-2039.9327450615824 2719.133437560826),1
POINT (-2042.6032594796866 5827.221851413376),1
POINT (-205.88093751062326 3841.959438777346),1
POINT (-2054.4877584392607 5863.511699319407),2
POINT (-2060.173078226845 2741.7778823512554),34
POINT (-2065.690801389286 5827.135443113761),1
POINT (-2067.5876958648605 5858.6920376175785),42
POINT (-2068.8783327953042 5827.141075558482),1
POINT (-207.27324548811586 5214.163921048348),40
POINT (-207.44845187574333 5214.852253865081),1
POINT (-207.84249740855012 5336.11805098548),1
POINT (-2075.731181053991 3651.4496457657992),40
POINT (-2079.137145156913 3650.6106929224743),1
POINT (-2080.508194856819 3254.722509700635),4
POINT (-2080.946450342708 5827.162400212683),1
POINT (-2084.222282288079 2683.9694490387824),2
POINT (-2084.312518818034 2681.223250769075),1
POINT (-2085.196684424299 2654.315145378931),1
POINT (-2086.5110631401576 5827.1722330174425),1
POINT (-209.4728822206102 4465.242142280218),1
POINT (-210.98642029527684 3869.1159924151416),1
POINT (-2100.356963979903 2596.3428032369716),27
POINT (-2103.701476594249 5827.20260889181),1
POINT (-2104.405193411366 3667.258808232208),1
POINT (-2106.2859009537306 5797.207128796289),1
POINT (-2107.823358369064 4174.493822869099),5
POINT (-2109.632200155937 3254.4469227655995),1
POINT (-211.0043679491479 3885.8469501572467),1
POINT (-211.26061546937242 3878.712161343051),1
POINT (-211.27308662352715 3881.442594045346),1
POINT (-211.3223724719001 3878.4397301629665),5
POINT (-211.6506755888929 3874.747151598765),2
POINT (-211.66726182872537 3873.3143727960587),2
POINT (-211.91190644920903 3882.0397384614885),3
POINT (-211.98872772882464 3869.828313685932),1
POINT (-2110.4576447226455 5827.214547203522),1
POINT (-2111.5299577782025 4279.05206994255),1
POINT (-2112.163314115376 4289.168269100936),1
POINT (-2112.3832411611097 4283.262401216947),1
POINT (-2113.187902416109 4276.973295314488),1
POINT (-2113.578241717062 5794.9011230812785),40
POINT (-2114.13150700337 4278.941317535106),2
POINT (-2115.036115249015 4292.914617534492),1
POINT (-2116.8621818692386 3664.7729068461044),39
POINT (-2117.0911840818794 4298.054407889364),2
POINT (-2118.3320025487283 4177.503344707754),12
POINT (-2119.9230134076465 4185.945163885815),10
POINT (-212.02125397042755 3875.997052380825),1
POINT (-212.17709082645328 3872.055082730681),2
POINT (-212.28485479804039 3875.2969487562686),2
POINT (-212.31404292294232 3889.4878213020766),4
POINT (-212.65774215187997 3841.9720179056017),1
POINT (-2122.183839794969 4279.555685526423),1
POINT (-2122.9511246473426 4285.188564452439),1
POINT (-2124.2718083079694 5827.2389571631),2
POINT (-2126.1723943111892 4285.182228265561),5
POINT (-2127.31099876769 4275.17595230749),3
POINT (-2127.99846111116 4289.127983255572),2
POINT (-2128.4583644109357 4273.706046456085),1
POINT (-2128.6055536267804 4299.913798480532),1
POINT (-2129.5003473512925 5799.5356852902205),54
POINT (-213.1329248814263 3879.4207930391067),1
POINT (-213.23433304256224 3877.0690423121464),1
POINT (-213.27715176258747 3880.0598871019774),2
POINT (-213.33285300633344 3888.8705662816974),1
POINT (-213.48940337424625 3883.8366623545066),4
POINT (-213.90757929776126 3874.1834443939715),1
POINT (-2130.2308458500024 4296.738486788611),1
POINT (-2130.776236199435 4299.803364433722),1
POINT (-2131.5940633101764 5827.251895763945),1
POINT (-2134.427761720515 5265.774753373798),11
POINT (-2136.765491004224 4292.023218062991),1
POINT (-2138.535027481909 4284.183437321994),1
POINT (-2138.6726778561547 4272.4345450698875),1
POINT (-2139.0298415627553 4287.065852644833),1
POINT (-2139.1446578242053 4283.027295309182),1
POINT (-2139.9507487082346 4279.756503781634),1
POINT (-214.00519118620443 3864.1223554423673),2
POINT (-214.26401615888625 3882.039487069113),2
POINT (-214.5090509123403 3880.653801848147),1
POINT (-214.68165051964294 4751.093080807926),1
POINT (-214.91128618827312 4758.364217508074),2
POINT (-214.93673147107282 3889.149169626637),1
POINT (-2140.2138302230283 4287.653553015554),3
POINT (-2142.5907806238124 5086.057396669721),1
POINT (-2145.0635989077746 2629.6945046250507),1
POINT (-2145.975759961512 5827.277308568113),1
POINT (-2146.675141820131 4641.128443313305),3
POINT (-2148.351337289022 2598.646649596783),25
POINT (-2148.436841916328 5261.788712538423),2
POINT (-2148.775108729663 5247.354100633723),16
POINT (-2148.9164297324896 5268.722815540493),11
POINT (-215.00956516963672 3875.6508673882395),2
POINT (-215.0295906365924 3881.81702427936),1
POINT (-215.2111098269591 3882.4477586409803),1
POINT (-215.40313776531028 4773.938104936598),1
POINT (-215.407918788311 4774.089490268033),1
POINT (-215.4160940590786 3877.559506991509),1
POINT (-215.50918862527902 3892.438412611217),1
POINT (-215.52064560989348 3880.2738469461437),3
POINT (-215.81261455002056 3876.3978360925753),1
POINT (-215.912171185645 1670.5131512845362),4
POINT (-2150.217776602048 3254.0628803063105),3
POINT (-2153.571909256819 2521.0884089647766),21
POINT (-2155.329909816524 5276.580486966911),14
POINT (-2156.397839125256 5827.319076570066),1
POINT (-2156.4878565323716 5268.662588702519),9
POINT (-2157.0222898900474 2628.4940903654074),2
POINT (-2157.5822314670963 5270.332397871982),6
POINT (-2158.7980972459454 5257.105863607733),10
POINT (-2159.8831080408672 5261.209445822632),10
POINT (-216.0719308454054 4795.114631817167),1
POINT (-216.1068962645236 3889.737185404669),3
POINT (-216.1313058698581 3876.1332275170753),2
POINT (-216.23957523344995 3885.863341624314),1
POINT (-216.4784200205024 3883.775734388363),1
POINT (-216.5710790214739 3646.964937222582),1
POINT (-216.90202180537665 3890.6403714175476),1
POINT (-216.94995662179736 4822.916259867732),1
POINT (-216.9763377206335 3872.4174948032346),4
POINT (-216.98090364420625 4823.89616003629),1
POINT (-2160.5856509760224 5055.891477434279),1
POINT (-2165.2222048762196 4800.267171794048),50
POINT (-2167.4886834333206 3229.745291186926),1
POINT (-2168.6823191398194 3214.1997724766597),2
POINT (-217.00824708677018 4824.761957191937),1
POINT (-217.01760401806072 3874.0145806601995),8
POINT (-217.23689484156148 3868.2427933844015),1
POINT (-217.39509693705187 3883.940736769497),3
POINT (-217.3992943873894 3873.3121616327553),2
POINT (-217.72019022060783 3881.341542656172),2
POINT (-217.91058156230235 5249.317209297349),1
POINT (-2170.7434594688725 3187.356158989456),1
POINT (-2170.867298080035 3185.743325663175),2
POINT (-2171.8332217776797 5056.986837043644),1
POINT (-2175.640468070483 5827.828180455657),1
POINT (-2178.2066967713 4808.476104745122),1
POINT (-218.1617377833458 3878.7778392044092),2
POINT (-218.32111466724825 3879.104502706216),1
POINT (-218.43941100386547 3694.4730637801435),2
POINT (-218.5390050904882 3864.3027794352756),2
POINT (-218.9133056791927 3871.411331292467),2
POINT (-2181.275793545357 3133.1936716738865),7
POINT (-2183.7224067514167 5118.566941582719),14
POINT (-2186.725921645378 2695.222064030877),1
POINT (-2188.3224083975965 3337.2944155743166),7
POINT (-2189.4862839531493 2831.767758541419),45
POINT (-219.00461143886548 3871.739314381512),1
POINT (-219.15928288357972 3877.7045460876743),1
POINT (-219.1671197003837 5239.299403712798),44
POINT (-219.1825950165314 3890.953420622473),1
POINT (-219.19659788093884 3884.3797429669394),2
POINT (-219.41863008353468 3866.084258561991),2
POINT (-219.47029345311603 5326.802185264626),38
POINT (-219.65639543778244 3878.424045886766),1
POINT (-219.89677560687363 3874.907889890862),3
POINT (-219.9133417766069 3889.951806984004),1
POINT (-2192.928971952797 3326.253336527831),7
POINT (-2195.364097391952 3585.812834382201),8
POINT (-2195.7632940592357 5124.807852313174),3
POINT (-2196.7866365515006 3469.5430976750367),18
POINT (-2197.313233548297 5125.756755695318),8
POINT (-2198.196453374827 5139.539422528145),14
POINT (-2198.2881239666754 5828.427371431543),1
POINT (-2198.50130482011 3341.11134230169),10
POINT (-2199.5506191558025 3568.229131186792),16
POINT (-22.186272789322913 4901.348222019455),1
POINT (-22.454561063945633 1505.90117423178),1
POINT (-220.03794874867498 3873.991812827985),1
POINT (-220.0684524651918 3868.887848005008),5
POINT (-220.09742728274955 3881.7158246747717),5
POINT (-220.10369831635631 3888.709398204989),1
POINT (-220.15125003508803 3871.979529624477),6
POINT (-220.15902952307522 3872.765597919493),1
POINT (-220.2569506293021 4839.896614505668),1
POINT (-220.26956051134053 4839.95185883752),1
POINT (-220.3339091956139 3870.0038225204808),2
POINT (-220.35254069510802 3878.1360703988116),1
POINT (-220.4954544276312 3871.0245878720975),1
POINT (-220.52309883078138 3891.8682214285895),2
POINT (-220.73636282669926 3876.4140380800486),1
POINT (-220.77315779519608 3878.334774886565),1
POINT (-220.80727750649493 3878.8984162610273),1
POINT (-220.86905732375408 3871.804985181126),1
POINT (-220.903527022639 5249.64901309842),28
POINT (-220.96004375763698 3886.932907108823),1
POINT (-220.9798880778667 3880.9868222311893),1
POINT (-2200.279972988196 3572.4693137151007),1
POINT (-2200.4730848013824 3569.274535567757),8
POINT (-2200.679406237863 5828.490637791835),1
POINT (-2201.776120299991 5115.189335058318),13
POINT (-2202.659451917056 3327.781752937518),1
POINT (-2202.659451917056 3456.928318795747),1
POINT (-2202.812725102934 3449.739535312872),6
POINT (-2202.8511811413473 4282.734841663842),15
POINT (-2203.4275629315293 3060.1178240690065),1
POINT (-2203.7950030510256 2828.724346546757),32
POINT (-2204.217363369538 3057.5123736672786),1
POINT (-2204.34211687221 5129.757920735365),9
POINT (-2205.190246089389 3173.575583895354),40
POINT (-2207.06167582333 3457.0731600799245),14
POINT (-221.03934545582354 3869.836919581633),4
POINT (-221.2986423856486 3887.8651829041405),2
POINT (-221.3196153953972 3881.6532891551465),2
POINT (-221.611111635322 3873.3528808800356),3
POINT (-221.61670379018082 4845.853740403245),1
POINT (-221.63556358057303 3887.2267233382477),1
POINT (-221.76283954807604 3891.383286990285),1
POINT (-221.95094734021234 3878.1272946549216),1
POINT (-2210.4092826494384 3037.0860256951764),3
POINT (-2210.72614767538 3467.339297847116),10
POINT (-2212.5710839995795 4265.752858656865),8
POINT (-2216.228695108965 5828.902026662087),1
POINT (-2216.4554088866785 3465.5310393422133),9
POINT (-2218.4000803906597 5061.521812369351),1
POINT (-222.0570834417133 3865.9932314773796),1
POINT (-222.34455598536272 3880.15711773872),1
POINT (-222.46311809511806 4849.561910916165),1
POINT (-222.68730751826487 3871.4403749086414),1
POINT (-222.6911096687666 3874.723578951641),1
POINT (-222.76928798682152 4850.903251862008),1
POINT (-222.84094308191223 3892.927158897646),3
POINT (-2221.5311032715085 5829.042312929947),1
POINT (-2221.9097022926403 5282.068633194164),11
POINT (-2221.9872291663814 5829.054380691897),1
POINT (-2222.0754599055062 5274.711376217164),8
POINT (-2222.7879802025427 2587.8203200283433),13
POINT (-2229.268722193627 4640.77926467484),2
POINT (-223.0123584623304 3794.4121301873142),1
POINT (-223.0548403471017 3881.4963799340517),3
POINT (-223.2570492661351 3799.0475921404445),5
POINT (-223.35277613619195 3867.791151451444),1
POINT (-223.55816287858244 3877.4535046257465),1
POINT (-223.56092560594666 3869.043389195646),1
POINT (-223.64143610388422 3864.1721381874963),1
POINT (-223.70785592665578 3869.4237713146595),1
POINT (-223.73074504383538 3877.7074678218205),1
POINT (-223.97055678666706 3878.6986839489527),1
POINT (-223.99450930677006 3888.404211689661),2
POINT (-2231.551636154529 5094.893611490335),16
POINT (-2232.715388753554 5286.040936766068),6
POINT (-2233.0526189366133 5829.347138658786),1
POINT (-2236.5028396421735 5192.941059504657),9
POINT (-2236.8263209885145 5274.27538066303),4
POINT (-2237.394400385739 5829.462009543239),1
POINT (-2238.3322777276244 5263.310947487116),15
