currentLocation,count
POINT (-2156.4878565323716 5268.662588702519),5
POINT (-2157.0222898900474 2628.4940903654074),2
POINT (-2157.5822314670963 5270.332397871982),4
POINT (-2158.723146778084 2602.884683527168),1
POINT (-2158.7980972459454 5257.105863607733),3
POINT (-2159.8831080408672 5261.209445822632),1
POINT (-216.37471127858447 4804.701809335832),1
POINT (-216.4784200205024 3883.775734388363),2
POINT (-216.90202180537665 3890.6403714175476),2
POINT (-216.95399371883065 3880.882035204434),1
POINT (-216.9763377206335 3872.4174948032346),2
POINT (-2160.1076065986776 5827.4172262065185),1
POINT (-2165.2222048762196 4800.267171794048),18
POINT (-2167.4886834333206 3229.745291186926),1
POINT (-2168.6823191398194 3214.1997724766597),2
POINT (-217.01760401806072 3874.0145806601995),2
POINT (-217.23689484156148 3868.2427933844015),1
POINT (-217.3992943873894 3873.3121616327553),1
POINT (-217.58297908812438 3869.865096073691),1
POINT (-217.97319352673384 3884.269510575532),1
POINT (-2171.8332217776797 5056.986837043644),1
POINT (-218.32111466724825 3879.104502706216),1
POINT (-218.43941100386547 3694.4730637801435),1
POINT (-2181.824783894259 2626.004414236012),1
POINT (-2183.7224067514167 5118.566941582719),6
POINT (-2188.3224083975965 3337.2944155743166),2
POINT (-2189.1671553931137 5058.674925172945),1
POINT (-2189.4862839531493 2831.767758541419),10
POINT (-219.00461143886548 3871.739314381512),4
POINT (-219.15928288357972 3877.7045460876743),3
POINT (-219.1671197003837 5239.299403712798),17
POINT (-219.47029345311603 5326.802185264626),16
POINT (-219.65639543778244 3878.424045886766),2
POINT (-219.9133417766069 3889.951806984004),1
POINT (-2190.8394515869663 2590.512326873916),1
POINT (-2192.205759206357 3097.1371160531703),2
POINT (-2192.928971952797 3326.253336527831),6
POINT (-2195.364097391952 3585.812834382201),4
POINT (-2195.7632940592357 5124.807852313174),1
POINT (-2196.7866365515006 3469.5430976750367),8
POINT (-2197.313233548297 5125.756755695318),2
POINT (-2198.196453374827 5139.539422528145),2
POINT (-2198.50130482011 3341.11134230169),4
POINT (-2199.5506191558025 3568.229131186792),5
POINT (-22.186272789322913 4901.348222019455),1
POINT (-220.03794874867498 3873.991812827985),1
POINT (-220.0684524651918 3868.887848005008),8
POINT (-220.30904302056223 3865.158012984076),1
POINT (-220.3339091956139 3870.0038225204808),1
POINT (-220.41036671893445 4497.424832112131),1
POINT (-220.69440245253037 3750.5003986249194),1
POINT (-220.903527022639 5249.64901309842),15
POINT (-220.9647361506632 3890.2116960897306),1
POINT (-2200.279972988196 3572.4693137151007),1
POINT (-2200.4730848013824 3569.274535567757),4
POINT (-2201.776120299991 5115.189335058318),4
POINT (-2202.812725102934 3449.739535312872),8
POINT (-2202.8511811413473 4282.734841663842),2
POINT (-2203.4275629315293 3060.1178240690065),2
POINT (-2203.7950030510256 2828.724346546757),10
POINT (-2204.34211687221 5129.757920735365),2
POINT (-2205.0531664679916 3054.7551663857503),1
POINT (-2205.190246089389 3173.575583895354),17
POINT (-2207.06167582333 3457.0731600799245),2
POINT (-2209.3483931863348 3160.245994531182),1
POINT (-221.3196153953972 3881.6532891551465),1
POINT (-2210.4092826494384 3037.0860256951764),1
POINT (-2210.72614767538 3467.339297847116),4
POINT (-2212.5710839995795 4265.752858656865),4
POINT (-2216.4554088866785 3465.5310393422133),3
POINT (-222.08676172998898 4502.357492879312),1
POINT (-222.84094308191223 3892.927158897646),1
POINT (-2221.9097022926403 5282.068633194164),3
POINT (-2222.0754599055062 5274.711376217164),8
POINT (-2222.7879802025427 2587.8203200283433),1
POINT (-2227.6642109630498 5829.204577086545),1
POINT (-223.10030587927935 3867.850677394099),1
POINT (-223.2570492661351 3799.0475921404445),1
POINT (-223.3277327628794 3882.517897777121),4
POINT (-223.56092560594666 3869.043389195646),1
POINT (-223.70151607011 3870.4977250274333),1
POINT (-2231.551636154529 5094.893611490335),2
POINT (-2232.715388753554 5286.040936766068),6
POINT (-2233.0526189366133 5829.347138658786),1
POINT (-2236.5028396421735 5192.941059504657),5
POINT (-2237.394400385739 5829.462009543239),1
POINT (-2238.3322777276244 5263.310947487116),6
POINT (-2239.735783861457 2828.872872906556),10
POINT (-224.21767340576338 3863.2295607915516),2
POINT (-224.40534113791978 3885.140059680501),1
POINT (-224.6658073388102 3877.8743614878963),1
POINT (-224.9275888118014 3884.449552359164),2
POINT (-2241.4025062167552 2507.920296369679),11
POINT (-2242.185592837724 2586.3216018243784),7
POINT (-2243.5448297967127 2850.638884025519),19
POINT (-2243.66749949008 5274.119637782862),5
POINT (-2244.8206277789714 5829.658485878773),2
POINT (-2247.3226860471964 2770.9388409815024),20
POINT (-2247.65487365506 5105.719338215662),2
POINT (-2248.739022493608 2668.5747681383655),12
POINT (-2249.32660453348 5261.527697467356),7
POINT (-2249.7800462578525 2506.043282990142),1
POINT (-225.22302597865598 3872.507509436592),2
POINT (-225.47384260171728 3892.8635860523277),1
POINT (-225.57953294293048 4653.916377673746),1
POINT (-225.82810859379845 4652.151164175433),1
POINT (-225.9209866450221 3878.053697626113),6
POINT (-225.92098664502214 3878.053697626113),1
POINT (-225.9790725381001 3875.522743981294),1
POINT (-2253.2812937552426 5829.910470042372),1
POINT (-2253.5188863550516 2513.0897016854406),12
POINT (-2256.993785730668 2505.292581560297),13
POINT (-226.69739173495904 3885.3925334766222),1
POINT (-226.79196956561813 3883.7434876225607),1
POINT (-226.81163286099218 3891.382685730481),1
POINT (-2262.474481928876 3114.5175890903647),18
POINT (-2266.1994348898033 5003.11609000739),1
POINT (-2267.7053916289133 4992.151656831476),18
POINT (-2267.7493743788646 5028.4397363483195),14
POINT (-227.0595911015228 3868.047421668041),2
POINT (-227.21580685648644 3869.3377491479705),2
POINT (-227.55616051896612 3869.9309158441006),1
POINT (-227.70949709112165 3877.2684318440924),1
POINT (-227.8257295520719 3892.09883892099),1
POINT (-2270.6578698439153 2491.4185864149313),1
POINT (-2274.4085737947257 2478.6263428309167),14
POINT (-2278.2062561994644 3050.7139245482304),12
POINT (-228.27289005516897 3888.209389801786),2
POINT (-228.34035140798093 3877.641377617894),4
POINT (-228.35414596061338 3892.7852678410836),1
POINT (-228.45502636456249 3883.9699651850538),1
POINT (-228.4894253193669 3864.211283091955),1
POINT (-2282.976715608316 5833.73823279104),2
POINT (-2283.941234392405 4933.928973330876),17
POINT (-2286.0445170956937 5007.434540608557),16
POINT (-2286.714609631474 5834.220050209601),1
POINT (-229.09045585578232 3866.7719386460076),1
POINT (-229.44973761269708 4528.92261007084),1
POINT (-229.65876601562056 3873.6690182014268),1
POINT (-229.81749419780942 3892.805831877364),1
POINT (-229.87435759683888 3868.670543276074),1
POINT (-2297.6257622408543 4772.2808025847835),27
POINT (-2297.9045965194864 5027.490832966176),1
POINT (-230.25110060830545 3888.6406412860283),1
POINT (-230.57382048789495 3874.672800030705),1
POINT (-2300.3377558350776 5042.222403181147),14
POINT (-231.40468945972307 3883.960101847385),1
POINT (-231.4241384100967 3887.185274529699),1
POINT (-231.4492085817909 3867.2280935114295),2
POINT (-231.50433080505755 3884.995235526911),1
POINT (-2319.3557715185393 2935.668911655811),2
POINT (-232.01765070603247 3871.752416863418),1
POINT (-232.4357354695283 3892.2833817842547),1
POINT (-232.76710273382227 3873.0778365590722),3
POINT (-232.81975502575662 3870.5758182894165),1
POINT (-2321.611903078084 2992.504263759178),10
POINT (-2325.3703705714456 2938.471744227436),3
POINT (-2325.418125791716 3014.238221302369),1
POINT (-2327.108289820335 5839.426826697692),1
POINT (-2328.6418085440787 2989.002553834056),1
POINT (-233.20046068491928 3868.1458995474222),1
POINT (-233.7031448520055 1671.1367517170106),1
POINT (-233.94383385691015 3891.078643024324),2
POINT (-2330.4222998927135 2982.861013084039),2
POINT (-2332.6555964714366 2948.850510439885),1
POINT (-2333.127435384871 5840.202699196987),1
POINT (-2337.2899102244255 2971.4170585962106),5
POINT (-234.01526178280784 3866.89690961419),1
POINT (-234.40258811740622 3873.7361499502354),1
POINT (-234.41396827232688 3863.8386082298066),1
POINT (-234.57142962070714 3885.8347726675847),1
POINT (-234.85852385063131 3891.146358937196),1
POINT (-2340.7732556181304 2944.7277643072334),4
POINT (-2343.3790704532676 5016.320865395965),13
POINT (-2343.405290888888 2874.5936821043138),15
POINT (-2346.590537454686 3089.0899545184902),19
POINT (-2348.1177686819206 4595.1383764736265),14
POINT (-2348.83365549712 5842.170537664815),1
POINT (-235.18246802069382 3874.1305807544722),1
POINT (-235.33207290719415 3881.083836427817),1
POINT (-235.52533172192724 3887.4323029299408),1
POINT (-235.60806323699734 4945.94762284899),1
POINT (-235.79741918287607 3886.4977899770447),3
POINT (-235.88136577835257 3870.4515549902953),2
POINT (-2352.3187284343085 5202.514165761503),6
POINT (-2353.267386382716 5195.792884922464),1
POINT (-2354.6153765588983 5842.883689912384),1
POINT (-2356.219940220357 4905.065772221811),2
POINT (-2356.478058353106 2675.440215191947),4
POINT (-2358.1029982930977 4522.886813031062),22
POINT (-2358.9730586451597 2676.6012219119857),3
POINT (-236.02116963688488 3887.8848166360235),1
POINT (-236.36920936640223 4969.863924422309),1
POINT (-236.46303483969243 3876.4166200621876),1
POINT (-236.58774701368424 3874.670917001836),1
POINT (-236.7613565735475 3878.7505685109754),1
POINT (-236.84108697339772 3889.7385187572945),1
POINT (-2360.862381465382 2659.99925222098),3
POINT (-2361.3242679569444 4522.880476844184),1
POINT (-2362.9727109189403 4883.851861188674),22
POINT (-2363.9819437449723 2583.0203046584083),6
POINT (-2364.2709548364005 4911.939648385907),22
POINT (-2365.92810984519 4537.501613012345),23
POINT (-2366.137092149072 5844.304847605949),2
POINT (-237.04148115765037 4990.987666996282),1
POINT (-237.31112686099928 3892.0498414056474),1
POINT (-237.54878268958802 3868.737831905259),1
POINT (-237.70766349221498 3883.3885450342136),2
POINT (-237.72518139117147 3885.627975784292),1
POINT (-237.95974147218894 3886.296113108912),2
POINT (-2370.904213366323 2953.6817668132444),6
POINT (-2371.4295865609197 5014.806149310582),6
POINT (-2371.661730185114 5844.986289687004),1
POINT (-2372.6337444471123 5888.552752859258),6
POINT (-2373.464334269478 2438.527917877558),14
POINT (-2374.205219303569 2585.3543368253213),18
POINT (-2374.442802526931 2659.268335887407),4
POINT (-2376.548771362833 5212.036957888324),2
POINT (-2378.7320101660416 5188.153094420233),2
POINT (-2379.7211852778946 2525.5744597706093),12
POINT (-238.089100257617 4853.136230408413),3
POINT (-238.60445227200648 5268.413217037962),1
POINT (-238.9400807886391 3875.59914161059),2
POINT (-238.99226568534522 1671.3221433712804),2
POINT (-2381.1881119013156 4714.803631580487),16
POINT (-2384.220843707006 2870.4897426167495),10
POINT (-2388.3371377233902 2956.291327983998),6
POINT (-239.28638979599108 3863.610311183372),1
POINT (-239.4843707198385 3882.5979287127134),1
POINT (-239.51574722269436 3876.7082822280845),1
POINT (-239.56007823108104 3873.2253649215436),1
POINT (-239.65112819215358 3866.3090905296785),4
POINT (-239.65237894221784 3863.876715890402),1
POINT (-239.98846665368526 3885.0046456446016),1
POINT (-2393.4406741936164 5847.672635621613),1
POINT (-240.27577551259358 5015.640922185409),1
POINT (-240.41584515770063 4055.538894159653),1
POINT (-240.62161915512942 3885.28520634663),1
POINT (-240.64018962889 3878.5001143402787),1
POINT (-240.79045160745665 3868.5498378818816),1
POINT (-240.8529531099606 3887.012442995715),1
POINT (-2400.440960327807 5867.796703632828),9
POINT (-2406.578759591757 5849.293166088291),1
POINT (-2407.044546962462 6202.412382551722),10
POINT (-241.78012820298787 5297.5377909516765),1
POINT (-2412.991242873501 5850.084120341535),1
POINT (-2414.0535424887617 5850.21515076485),1
POINT (-2414.077403801369 6211.71081880048),7
POINT (-2416.7913952857407 2973.6828963870253),2
POINT (-242.56156147996037 4083.0823456973176),1
POINT (-2422.1170133244377 5851.209747752188),3
POINT (-2424.293730311559 5851.478237116358),2
POINT (-2426.29869133411 6222.441129147122),1
POINT (-2427.500521700636 5851.87378205223),1
POINT (-2434.1418800219876 3171.506940813787),14
POINT (-2436.162881473775 6231.019216148948),33
POINT (-2439.0376762364663 5853.296844078203),2
POINT (-2439.937782920169 6217.612796442553),10
POINT (-244.56990049505848 5172.38174451231),1
POINT (-244.73456577435883 5168.688875227145),1
POINT (-2442.898391244556 2567.7615772184154),6
POINT (-245.62625019104752 5039.1798802917065),1
POINT (-245.84054255641067 5029.408924152119),5
POINT (-2451.4918680777023 2427.775105006013),3
POINT (-2459.039092455746 2982.023367543819),15
POINT (-2459.7544619357823 3053.668429981706),20
POINT (-246.29623043855406 5014.157724936134),2
POINT (-246.58286693578324 5027.991811463575),2
POINT (-246.93743808859855 5037.702379049629),1
POINT (-2460.476417300966 2527.5847373992437),15
POINT (-2468.148390759473 2592.982162798257),12
POINT (-247.77081692893077 5025.166148865395),1
POINT (-2470.1224936633544 2607.1393430691137),9
POINT (-2471.075532946045 5854.924030446112),1
POINT (-2471.693364419926 3276.022483871138),20
POINT (-2473.037829753594 5879.612077118106),6
POINT (-2475.574738616793 6768.212324053232),15
POINT (-2478.734167487001 4557.8822574757005),17
POINT (-248.0003176850429 5034.205623902746),1
POINT (-248.30867732673283 5021.372776412956),3
POINT (-248.32749874765327 5011.805541222257),2
POINT (-248.4532130617066 5022.811141699138),1
POINT (-2481.8591253950317 4545.831144028913),2
POINT (-2484.1265703448653 5855.524180519879),1
POINT (-2484.683711474812 2500.179201388168),13
POINT (-2489.914445678449 5878.778513497847),5
POINT (-249.04553479870884 5028.7509084013955),1
POINT (-249.15803205176888 5041.133121576466),1
POINT (-249.33887694506367 4692.98635869985),3
POINT (-249.47321535744135 5037.246276179885),2
POINT (-2493.533941644164 5891.664877526956),1
POINT (-2498.673912962637 5872.781529782046),1
POINT (-2499.7979338284144 4563.012330981178),7
POINT (-250.10250760487784 4857.0064836405545),1
POINT (-250.34909843638908 5024.494942645823),1
POINT (-2501.1221406845975 2593.95781698129),13
POINT (-2506.0187192007047 4570.160002969814),7
POINT (-2508.713200348066 6783.37726594192),13
POINT (-2509.797818991931 6818.162369026183),16
POINT (-251.05158877216834 4432.092074326923),13
POINT (-251.46904522458442 5024.769873581048),2
POINT (-251.55200766343 4701.616285011303),1
POINT (-251.55200766343003 4701.616285011303),1
POINT (-251.77337872793 5016.3398999376495),1
POINT (-2516.724001701027 2495.470079198975),6
POINT (-252.08537752669758 5021.997636828268),1
POINT (-252.11946297449293 5017.962202626939),2
POINT (-252.25667410697636 5029.438649209421),1
POINT (-252.77417116510256 5016.469891196253),2
POINT (-252.94596165355807 5037.086085306036),2
POINT (-2520.8523100951006 6201.628822676936),14
POINT (-2523.7603877536035 4536.050220542302),15
POINT (-2527.783995047869 6787.308598826727),17
POINT (-253.36741116315795 5023.338691451557),1
POINT (-253.69146335578031 5017.750509481723),1
POINT (-253.87054462128623 5031.959554987118),1
POINT (-2531.5868244413846 5857.706633464166),1
POINT (-2534.9703034763043 4564.285809488242),14
POINT (-2535.2347087679136 3044.1725823116017),26
POINT (-254.3747150293413 5021.708449232612),1
POINT (-254.41026432739457 5029.827565655881),1
POINT (-254.41191731276035 5039.262226122231),1
POINT (-2544.4022432994097 5858.194413920698),1
POINT (-255.14584165418438 5028.014640647891),2
POINT (-255.3096416815646 5026.431881439814),1
POINT (-255.34613534750935 5040.505934695368),1
POINT (-2551.642265121931 5858.417129720099),1
POINT (-256.17204746694154 5035.323829891497),3
POINT (-256.26181896567874 5011.201718999035),2
POINT (-257.34341765448846 5016.253711943527),2
POINT (-257.37742696828076 5041.024265450895),1
POINT (-257.4325426451385 5032.32791560123),2
POINT (-257.59132423347023 5029.5934864873),2
POINT (-257.9816488632506 4693.5979053113015),3
POINT (-2579.864909889739 6424.053742558379),1
POINT (-258.17791999025275 5012.269244740744),1
POINT (-258.2443398130243 5017.520877867908),2
POINT (-258.2994179367857 5034.0110402162045),3
POINT (-258.3705092417862 5020.824611586975),1
POINT (-258.8110204161379 5033.356351218816),1
POINT (-259.2022912251787 5025.971468041145),1
POINT (-259.64173516904515 5037.462760170165),1
POINT (-259.99816538679755 4712.109239171674),4
POINT (-2593.3384230544716 3047.3719991853977),15
POINT (-260.2455410427273 5023.383663071939),4
POINT (-260.45747053139064 5026.150804179361),8
POINT (-260.6284224432597 5035.991572241141),1
POINT (-260.7957373447258 5011.716192274661),2
POINT (-2601.4844616292808 3065.960220454799),5
POINT (-2602.9421497482713 6588.683436306359),6
POINT (-2603.385959597968 6600.858147113771),8
POINT (-2604.2263565865273 6579.042456461137),5
POINT (-2607.0883227964246 6589.128747130136),16
POINT (-2608.9036954057638 6542.23062176084),4
POINT (-2609.8899384101264 6585.511459693846),12
POINT (-261.0937800723613 5039.048831106919),1
POINT (-261.25300622686234 5037.56368698519),1
POINT (-261.32566757071555 5012.625479054734),1
POINT (-261.7053959607711 4983.452865722395),3
POINT (-261.714008669472 5016.1329985948105),2
POINT (-261.8891844520707 4862.341331048656),3
POINT (-261.9104179105097 5019.370194120906),1
POINT (-2610.5184815063512 6618.97054327486),1
POINT (-2612.2843755981316 6482.785001276145),6
POINT (-2614.1199661247683 6532.181503169568),9
POINT (-2615.5388134891696 6623.487201562238),12
POINT (-2618.4758035519317 6616.094271288946),7
POINT (-2619.0360347514593 5860.490280553844),2
POINT (-2619.2589823419485 6880.244418253359),19
POINT (-2619.9753500924985 6214.1580056298635),7
POINT (-262.3622134384404 5040.195945474238),1
POINT (-262.8906298469819 5040.882374394332),5
POINT (-2621.232811776262 6647.99213132124),1
POINT (-2622.4693542048503 6305.882211709785),14
POINT (-2623.9072001949207 6601.185809944629),18
POINT (-2627.7859520117345 6870.093825292776),12
POINT (-263.0843834863954 4848.032661386955),2
POINT (-263.5694919506325 5032.633695226732),1
POINT (-2630.783016001132 6800.934447707431),8
POINT (-2632.944608595766 6288.656766845932),9
POINT (-2635.26439594369 6865.210791983957),13
POINT (-2637.5836078432044 6731.134035926762),16
POINT (-2638.0240332388503 6888.773195452822),22
POINT (-2638.929947229829 5861.077432807375),1
POINT (-2639.6767056678714 3068.6493948638636),17
POINT (-264.6025212267139 5038.6898058066035),2
POINT (-2641.539207886509 6610.1876841872845),14
POINT (-2649.3445007286064 6609.726396120516),24
POINT (-265.01477518626945 5018.34068330346),1
POINT (-265.12928555981347 5029.531816101641),1
POINT (-265.18113538501456 5032.580153566892),1
POINT (-265.2019089204512 5025.590875410542),1
POINT (-265.5217787525251 1672.2520427760167),1
POINT (-2659.54360111515 6646.1063097710385),1
POINT (-266.050567512707 3645.133115644541),1
POINT (-266.2029320340219 5033.087243185252),2
POINT (-266.2712106472979 4702.062701725469),2
POINT (-266.3890177128497 5020.931854170075),1
POINT (-266.40176283118785 5020.850383094778),1
POINT (-266.98170379505393 5038.317633246157),1
POINT (-2663.17882970922 5861.574711924999),1
POINT (-2669.0039004485548 5861.694168400564),1
POINT (-267.48603896816314 5022.836656599692),1
POINT (-267.6227894856148 5029.018632538999),1
POINT (-2676.2671933940987 6462.080797431096),2
POINT (-268.43118366269056 5027.405876554351),2
POINT (-268.6268138336308 5032.238899975358),3
POINT (-268.7582137364189 5022.677301573721),1
POINT (-268.91939731983683 5019.831546461401),1
POINT (-269.15593016604265 5027.453548169068),1
POINT (-269.33064750318766 5017.133244557202),1
POINT (-269.39500773699984 5039.243465490445),1
POINT (-269.4213713390231 5296.564017994406),3
POINT (-269.76383383020215 5016.904237826543),1
POINT (-2694.818705271602 5862.223560358109),1
POINT (-270.0618156082958 5035.529409483189),2
POINT (-270.4779817957821 5020.794580508802),1
POINT (-270.63071807656024 5016.204175546945),1
POINT (-270.7321517972405 5030.008217524723),1
POINT (-2701.5776656237763 5862.362168388515),1
POINT (-2709.5276673102453 6718.308320583703),5
POINT (-271.4555845165717 5012.220045871464),1
POINT (-271.5216886478028 5025.639001016456),1
POINT (-271.84236531610674 5023.093663278348),1
POINT (-2711.8534346388524 5862.5728966706565),2
POINT (-2713.6831458999513 6717.155666232161),6
POINT (-272.59382101198054 5017.528728897506),1
POINT (-272.6756154782342 5017.5740777665715),2
POINT (-2720.3568123686973 6848.502579431824),13
POINT (-2724.6277665310454 6866.2081834436985),11
POINT (-2724.6394523143267 6702.675402794028),5
POINT (-2725.27965547024 6727.517469806148),3
POINT (-2727.969895971715 6707.263458200837),2
POINT (-2730.2857598556793 6842.811595254248),9
POINT (-2730.3258740563692 5862.951716535107),2
POINT (-2731.2365717615 6843.267689579297),10
POINT (-2735.451443505526 6860.5732707148145),13
POINT (-274.4618994734271 5036.262001641554),1
POINT (-274.76178276167724 5027.113057982397),2
POINT (-2741.4732519030968 5863.1803191614),1
POINT (-2749.5557431284524 6642.233746983073),2
POINT (-275.77768783127465 1672.6115278416946),1
POINT (-2787.6611632189165 6461.678307465527),2
POINT (-279.32422568126896 5134.834006597223),6
POINT (-2790.958629270918 5863.8437073899495),1
POINT (-2795.2630809209786 5863.852721484697),1
POINT (-2799.2301763163123 5863.86102911054),1
POINT (-2799.296544312302 6640.222278357122),4
POINT (-281.6492823631023 4129.727359311337),1
POINT (-2841.796171433214 5863.950167970535),2
POINT (-2843.4403433484413 5863.9536110853915),1
POINT (-285.1499020080993 5121.672903842161),7
POINT (-2855.519812452632 5863.9789071016685),1
POINT (-2857.955793665858 6673.731974208819),5
POINT (-2858.8450285732865 5863.985870546865),1
POINT (-286.1541666786549 1798.3957567499447),3
POINT (-2861.912492466032 5863.992294224585),1
POINT (-2866.21544177197 6614.269570934608),19
POINT (-2867.007723519383 6631.023354589812),1
POINT (-2882.1642287204854 5864.034704056135),1
POINT (-289.7162579466306 5139.58130861615),3
POINT (-2890.9296473156446 5864.053060009492),1
POINT (-2896.3415601192723 6509.145743435286),1
POINT (-2897.0239562520483 6506.7907362690285),11
POINT (-290.7357805443783 5132.941399536528),2
POINT (-2908.537954440332 6505.04066156279),3
POINT (-2913.482979219468 6507.969437993004),2
POINT (-2913.8190002281453 6513.194756581224),5
POINT (-2922.5889533950112 6498.841510406453),4
POINT (-2940.8671704964895 5866.725648994372),1
POINT (-2941.8973231378013 5866.807489820373),1
POINT (-2951.3671583609153 5867.5598240917025),1
POINT (-2961.56041080373 6394.686070888651),15
POINT (-2978.836093696055 6116.321088330168),18
POINT (-2984.0388921254216 5870.155441062395),1
POINT (-2984.3001923744905 6315.4332193053915),13
POINT (-2986.870311860929 5982.1996176609155),9
POINT (-2987.881704085313 6388.854571949256),18
POINT (-2989.208227693435 6217.4905647397745),7
POINT (-2990.840351165739 6119.660750810392),1
POINT (-2992.7529370465554 6043.937811718378),13
POINT (-2993.414801039495 6291.775052685507),7
POINT (-2993.752964011202 6192.911808424057),1
POINT (-2994.5135106816715 6294.727128733409),5
POINT (-2994.597475093336 5987.857434160499),17
POINT (-2997.874175528212 6523.102941173196),1
POINT (-2998.280415606667 6190.6546157793955),6
POINT (-3002.803352452276 6287.865190925958),4
POINT (-3004.156323948882 6477.496869933195),1
POINT (-3004.8812966369305 6472.233836677023),1
POINT (-3012.122613602897 6124.890104393832),17
POINT (-3013.60062208565 6399.042457580007),1
POINT (-3014.6158589064894 5900.825455357445),1
POINT (-3015.040809987759 5903.253481522161),1
POINT (-3017.5752906829352 6249.163590680813),2
POINT (-3017.7398513294957 6275.344506393303),2
POINT (-3018.100304743122 6301.397119844722),1
POINT (-3018.2027776573586 6354.944735101363),1
POINT (-3019.7779448496185 6228.142222974494),1
POINT (-3022.2284082322376 5944.320976978165),2
POINT (-3028.576903262201 5982.18854260449),1
POINT (-3029.198683382279 6139.328964103338),1
POINT (-3029.4716852840857 6136.850762911011),1
POINT (-3029.6987479502673 5995.039533302543),1
POINT (-3030.101658086042 6250.4671613377495),1
POINT (-3030.740450677877 5946.284119853384),5
POINT (-3034.4004495860686 6092.109427817611),1
POINT (-3035.094936718189 6085.805153644113),1
POINT (-3035.319606739233 6059.427772405935),1
POINT (-3035.6969618324815 6063.750462386806),1
POINT (-3039.238477171517 6282.433896963246),2
POINT (-3044.153881078147 5936.2823747088205),2
POINT (-3048.01497298966 6281.047686454137),9
POINT (-3057.686446855868 6040.677179188843),7
POINT (-3058.3214090705414 6041.157807057922),15
POINT (-3061.9185889816304 6275.075594734266),4
POINT (-3062.2884042311425 6023.397685584292),2
POINT (-3064.912565138016 6024.384022015639),10
POINT (-3068.190500493718 5942.002376523721),7
POINT (-307.2958619307406 3604.4378614096395),16
POINT (-3072.1735371520112 6274.295227635794),10
POINT (-3076.265507879355 5920.248353192508),4
POINT (-3076.721242711195 6298.155101712479),4
POINT (-3078.0756481397043 6285.456073404301),2
POINT (-308.47782410406603 1671.3815220786867),2
POINT (-3081.3566644974685 6435.99179840079),1
POINT (-3081.584653551925 6296.595251572465),6
POINT (-3082.7294064158577 5876.108273839296),1
POINT (-3084.0008388266892 6629.058944506652),5
POINT (-3089.2246463110305 6275.194231612356),3
POINT (-3094.182979001201 6270.448073685929),2
POINT (-3099.278392213595 6641.545523399027),1
POINT (-3101.8650186177815 6617.408504396989),2
POINT (-3109.2537564846334 6631.325484368338),2
POINT (-3109.432462639252 6634.510958732249),4
POINT (-3121.1091185166188 5877.208434245899),1
POINT (-3121.52928163619 6672.3034944040055),1
POINT (-3122.2532922137043 6630.513919254011),4
POINT (-3125.1436406353623 6683.012933867675),1
POINT (-3125.3093858459524 6658.378006581295),2
POINT (-3125.623003223368 6671.423271232547),1
POINT (-3125.6440184871685 6680.484512334143),1
POINT (-3126.4464843977394 6679.727105865353),1
POINT (-3127.606203551679 6623.93137597644),11
POINT (-3128.494903973692 6660.035294648171),1
POINT (-3128.9322678856615 6247.476953414441),1
POINT (-3129.9152474394446 6668.164981546463),1
POINT (-313.9595206019376 1855.7111170429162),21
POINT (-3130.2920427100516 6615.512803600318),2
POINT (-3132.697737099385 6673.401582851734),1
POINT (-3133.0478522462017 6686.790923138685),1
POINT (-3133.8824408158684 6656.957528442799),1
POINT (-3134.7739074608485 6298.465427429669),1
POINT (-3134.8648670985845 6663.53805495458),1
POINT (-3136.1278958093117 6628.6729119697975),2
POINT (-3136.1278958093117 6671.917461867151),13
POINT (-3136.9234315047834 6683.33034467298),1
POINT (-3137.923070537894 6295.521953440466),14
POINT (-3139.2770588863573 6668.973987877948),1
POINT (-3141.10990976125 5877.303821994686),1
POINT (-3141.3266936450455 6663.163458032901),1
POINT (-3142.652129072975 6684.084290933947),1
POINT (-3142.6842888403708 6664.988016160452),1
POINT (-3143.7455545188036 6619.502969205943),3
POINT (-3144.1492690645964 6678.7975613442295),1
POINT (-3145.9920859489766 6680.495548868977),1
POINT (-3146.2280788011744 6681.748580877062),1
POINT (-3146.392973794974 6681.589747510725),1
POINT (-3147.974250765673 6622.68766898617),3
POINT (-3149.7669873953705 6667.089129162582),1
POINT (-3150.216778002757 6679.854791625674),1
POINT (-3151.8081528722414 5921.3912424167365),8
POINT (-3160.168487950854 5917.018386765433),5
POINT (-3164.12553029217 6246.276799251643),2
POINT (-3165.450171849941 6587.104648532728),1
POINT (-3166.219076199351 6550.56336167598),1
POINT (-3166.3128068736974 6546.108920156452),1
POINT (-3167.3168643663225 6246.1679689639095),1
POINT (-3172.6132589554127 5877.454067728574),1
POINT (-3173.6775802692873 6399.990701646666),1
POINT (-3175.3122326145885 6372.243444058251),1
POINT (-3177.6143207689342 7176.676412175045),1
POINT (-3179.739131410794 6273.547838421519),2
POINT (-3182.4387966885083 7182.418587837131),1
POINT (-3182.885940731813 7167.608699410916),5
POINT (-3186.9524625667073 6245.278822036754),1
POINT (-3189.561922037012 7161.089793809058),1
POINT (-3192.147422107485 7163.685582539276),1
POINT (-3192.762373269667 7176.052791761848),1
POINT (-3192.799946843738 7164.074544663925),2
POINT (-3193.6998875710497 6673.2355397843685),2
POINT (-3194.541192984135 7213.091093857307),17
POINT (-3195.029798951496 7177.633254703228),2
